tree_id,neighbourhood_name,road_side,mean_bryo_cover,mean_lichen_cover,mean_species_count,log_bryo_cover,sqrt_lichen_cover
183634,kits,NR,1.75,16,2.25,1.0116009116784799,4
183816,kits,Median,0,5.666666666666667,1.75,0,2.3804761428476167
184553,renfrew,ER,0.25,6.083333333333333,1.3333333333333333,0.22314355131420976,2.4664414311581235
188582,kits,ER,0,9.833333333333334,2.25,0,3.13581462037113
189656,kits,ER,0,3.1666666666666665,1.3333333333333333,0,1.7795130420052185
189659,kits,ER,0.3333333333333333,1.0833333333333333,0.5,0.28768207245178085,1.0408329997330663
189662,kits,ER,0,3.0833333333333335,0.8333333333333334,0,1.7559422921421233
189687,kits,ER,0,1.5,0.4166666666666667,0,1.224744871391589
191758,renfrew,NR,0.4444444444444444,6.444444444444445,1.2222222222222223,0.36772478012531734,2.5385910352879693
191761,renfrew,NR,1.3333333333333333,8.555555555555555,1.4444444444444444,0.8472978603872034,2.9249881291307074
192360,kits,ER,0,4.5,0.9166666666666666,0,2.1213203435596424
193407,kits,NR,0,0.25,0.08333333333333333,0,0.5
193410,kits,SR,0.16666666666666666,7.833333333333333,1.6666666666666667,0.15415067982725836,2.798809270624444
193497,kits,ER,0,0.4166666666666667,0.3333333333333333,0,0.6454972243679028
194872,kits,gone,NA,NA,NA,NA,NA
199386,kits,WR,4,11,2.3333333333333335,1.6094379124341003,3.3166247903554
200413,kits,Dead,NA,NA,NA,NA,NA
200738,kits,ER,0,5,0.8333333333333334,0,2.23606797749979
202703,kits,SR,0.08333333333333333,0,0.08333333333333333,0.08004270767353636,0
204474,kits,WR,0,0.4166666666666667,0.3333333333333333,0,0.6454972243679028
204478,kits,WR,1.0833333333333333,5.166666666666667,1.1666666666666667,0.7339691750802003,2.273030282830976
218895,renfrew,NR,0.9166666666666666,14.75,2.0833333333333335,0.6505875661411493,3.840572873934304
221256,renfrew,NR,0,13.416666666666666,2,0,3.662876829305985
221258,renfrew,NR,0,7.083333333333333,1,0,2.661453237111885
223428,renfrew,ER,0,2.5,0.6666666666666666,0,1.5811388300841898
226758,renfrew,SR,1.0833333333333333,6.25,2.25,0.7339691750802003,2.5
228044,renfrew,ER,0,4.916666666666667,0.6666666666666666,0,2.217355782608345
230546,kits,WR,0.4166666666666667,10.583333333333334,1.25,0.3483066942682158,3.253203549323856
245565,renfrew,Median E/W,4.416666666666667,12.75,2.25,1.6894806201076369,3.570714214271425
258656,renfrew,NR,1.5,5.333333333333333,1.5,0.9162907318741551,2.309401076758503
262141,kits,SR,0,6.166666666666667,1.0833333333333333,0,2.48327740429189
275326,renfrew,ER,0.6666666666666666,6.583333333333333,2.1666666666666665,0.5108256237659906,2.565800719723442
280627,renfrew,NR,2.4166666666666665,9.5,2.1666666666666665,1.2286654169163074,3.082207001484488
280628,renfrew,NR,0.6666666666666666,7.416666666666667,2.25,0.5108256237659906,2.7233557730613653
281345,kits,Removed,NA,NA,NA,NA,NA
